Model_Description,Total_Parameters,Optimizer,Learning_Rate_Initial,Callbacks,Epochs_Trained,MSE_test_set,MAE_test_set,R_squared,MAPE_%
Dense(128) -> Dropout() -> Dense(64) -> Dropout() -> Dense(32) -> Dropout() -> Dense(1),11521,Adam,0.001,"EarlyStopping, ReduceLROnPlateau",116,36.75830841064453,4.932569980621338,0.853131153791216,15.435326631484397
