Model_Description,Total_Parameters,Optimizer,Learning_Rate,Epochs_Trained,Early_Stopping_Enabled,Loss_Function,Metrics_Monitored,MSE_test_set,MAE_test_set,R_squared,MAPE_%
"dense(64,relu) -> dense_1(64,relu) -> dense_2(64,relu) -> dense_3(64,relu) -> dense_4(64,relu) -> dense_5(1,linear)",17281,Adam,1e-04,373,True,Mean Squared Error (MSE),Mean Absolute Error (MAE),39.11009216308594,4.7543182373046875,0.8437345247252395,15.491713555253165
