Model_Description,Total_Parameters,Optimizer,Learning_Rate,Epochs_Trained,Early_Stopping_Enabled,Loss_Function,Metrics_Monitored,MSE_test_set,MAE_test_set,R_squared,MAPE_%
"dense(128,relu) -> dense_1(128,relu) -> dense_2(64,relu) -> dense_3(1,linear)",25985,Adam,1.00E-04,470,TRUE,Mean Squared Error (MSE),Mean Absolute Error (MAE),34.03879929,4.473402023,0.863997042,14.18089316
